1 477
2 482
3 478
4 480
5 480
6 483
7 483
8 481
9 477
10 477
11 478
12 479
13 482
14 482
15 482
16 480
17 480
18 484
19 484
20 486
21 479
22 479
23 479
24 481
25 481
26 480
27 480
28 480
29 481
30 481
31 481
32 477
33 477
34 477
35 482
36 481
37 481
38 479
39 479
40 479
41 480
42 482
43 489
44 489
45 485
46 480
47 480
48 480
49 480
50 478
51 480
52 478
53 479
54 479
55 479
56 477
57 476
58 477
59 478
60 480
61 480
62 480
63 480
64 479
1 529
2 529
3 525
4 524
5 520
6 519
7 514
8 514
9 514
10 515
11 514
12 515
13 519
14 519
15 514
16 513
17 513
18 513
19 513
20 513
21 513
22 519
23 519
24 510
25 510
26 510
27 511
28 510
29 511
30 511
31 512
32 511
33 512
34 511
35 511
36 510
37 511
38 511
39 511
40 511
41 511
42 509
43 509
44 509
45 509
46 509
47 509
48 509
49 509
50 509
51 509
52 508
53 508
54 508
55 509
56 509
57 509
58 508
59 507
60 507
61 508
62 508
63 508
64 509
1 425
2 425
3 429
4 431
5 436
6 436
7 437
8 440
9 444
10 446
11 448
12 449
13 455
14 455
15 455
16 454
17 455
18 459
19 460
20 459
21 459
22 459
23 459
24 460
25 459
26 460
27 459
28 461
29 461
30 461
31 461
32 461
33 461
34 461
35 462
36 461
37 462
38 456
39 462
40 465
41 465
42 465
43 464
44 465
45 467
46 467
47 467
48 468
49 468
50 468
51 468
52 468
53 469
54 469
55 469
56 469
57 468
58 469
59 469
60 469
61 469
62 469
63 469
64 472
