1 479
2 480
3 480
4 480
5 480
6 480
7 480
8 481
9 481
10 480
11 480
12 480
13 480
14 480
15 480
16 480
17 480
18 479
19 479
20 479
21 480
22 480
23 480
24 480
25 480
26 480
27 480
28 480
29 480
30 480
31 479
32 480
33 480
34 480
35 480
36 480
37 480
38 480
39 480
40 479
41 481
42 480
43 480
44 480
45 480
46 480
47 480
48 479
49 472
50 472
51 480
52 480
53 480
54 479
55 480
56 476
57 480
58 479
59 480
60 480
61 480
62 480
63 480
64 480
1 537
2 537
3 533
4 530
5 530
6 529
7 528
8 527
9 526
10 526
11 526
12 525
13 525
14 525
15 524
16 524
17 524
18 525
19 525
20 525
21 524
22 524
23 524
24 524
25 524
26 524
27 524
28 524
29 523
30 524
31 524
32 524
33 524
34 523
35 523
36 523
37 523
38 523
39 523
40 523
41 523
42 523
43 523
44 523
45 523
46 523
47 522
48 523
49 525
50 525
51 522
52 522
53 522
54 522
55 522
56 522
57 522
58 522
59 522
60 522
61 522
62 522
63 522
64 520
1 408
2 408
3 414
4 415
5 418
6 418
7 422
8 425
9 427
10 428
11 429
12 432
13 434
14 434
15 435
16 437
17 440
18 440
19 441
20 442
21 444
22 444
23 445
24 447
25 447
26 447
27 449
28 448
29 450
30 451
31 451
32 452
33 453
34 452
35 448
36 448
37 454
38 455
39 456
40 456
41 456
42 456
43 458
44 459
45 459
46 459
47 460
48 460
49 461
50 460
51 461
52 461
53 462
54 463
55 462
56 463
57 464
58 464
59 464
60 464
61 465
62 465
63 465
64 464
