1 484
2 482
3 482
4 483
5 483
6 480
7 480
8 481
9 483
10 484
11 484
12 478
13 478
14 479
15 482
16 482
17 482
18 493
19 481
20 481
21 481
22 481
23 475
24 484
25 484
26 484
27 485
28 487
29 487
30 480
31 477
32 477
33 478
34 479
35 485
36 485
37 476
38 476
39 476
40 467
41 467
42 483
43 485
44 483
45 485
46 483
47 483
48 483
49 480
50 484
51 480
52 480
53 480
54 478
55 484
56 478
57 478
58 476
59 476
60 482
61 484
62 482
63 483
64 478
1 502
2 502
3 502
4 505
5 505
6 505
7 505
8 505
9 506
10 504
11 499
12 499
13 501
14 501
15 501
16 505
17 505
18 504
19 503
20 500
21 502
22 502
23 506
24 506
25 506
26 505
27 504
28 504
29 504
30 502
31 501
32 500
33 500
34 504
35 504
36 500
37 499
38 499
39 503
40 504
41 504
42 504
43 504
44 504
45 504
46 505
47 505
48 505
49 505
50 505
51 504
52 504
53 504
54 505
55 503
56 503
57 503
58 503
59 505
60 505
61 505
62 505
63 502
64 502
1 461
2 461
3 463
4 465
5 466
6 466
7 467
8 467
9 468
10 469
11 469
12 470
13 473
14 473
15 474
16 473
17 473
18 473
19 476
20 476
21 476
22 476
23 473
24 477
25 477
26 478
27 478
28 478
29 479
30 477
31 478
32 478
33 479
34 485
35 485
36 485
37 479
38 478
39 478
40 478
41 479
42 479
43 478
44 478
45 479
46 479
47 479
48 478
49 478
50 478
51 479
52 479
53 479
54 479
55 479
56 479
57 479
58 479
59 480
60 480
61 480
62 479
63 480
64 481
