1 480
2 480
3 480
4 480
5 480
6 480
7 480
8 480
9 480
10 480
11 480
12 480
13 480
14 481
15 481
16 480
17 480
18 480
19 480
20 480
21 481
22 481
23 480
24 480
25 480
26 480
27 479
28 480
29 480
30 480
31 479
32 479
33 479
34 479
35 479
36 480
37 480
38 480
39 480
40 484
41 486
42 486
43 486
44 480
45 480
46 480
47 480
48 481
49 481
50 481
51 480
52 480
53 480
54 480
55 480
56 480
57 480
58 480
59 480
60 480
61 480
62 480
63 480
64 480
1 528
2 528
3 528
4 527
5 526
6 525
7 525
8 525
9 525
10 525
11 524
12 524
13 524
14 524
15 524
16 524
17 523
18 522
19 522
20 523
21 523
22 523
23 523
24 523
25 523
26 523
27 522
28 523
29 522
30 522
31 521
32 522
33 522
34 523
35 526
36 526
37 522
38 522
39 522
40 522
41 522
42 523
43 523
44 522
45 522
46 522
47 522
48 522
49 522
50 522
51 521
52 522
53 522
54 522
55 522
56 522
57 522
58 522
59 522
60 521
61 521
62 520
63 520
64 522
1 430
2 430
3 433
4 434
5 435
6 439
7 439
8 440
9 440
10 440
11 441
12 443
13 444
14 445
15 447
16 448
17 448
18 448
19 448
20 449
21 450
22 450
23 450
24 452
25 453
26 453
27 454
28 455
29 455
30 456
31 456
32 456
33 456
34 457
35 457
36 457
37 457
38 458
39 458
40 459
41 458
42 459
43 459
44 459
45 459
46 459
47 460
48 460
49 460
50 460
51 460
52 459
53 460
54 459
55 459
56 459
57 461
58 461
59 461
60 461
61 461
62 461
63 461
64 462
