1 479
2 480
3 480
4 480
5 479
6 479
7 481
8 481
9 480
10 480
11 480
12 480
13 480
14 480
15 480
16 480
17 480
18 480
19 480
20 480
21 480
22 480
23 480
24 481
25 479
26 480
27 480
28 480
29 479
30 479
31 480
32 480
33 480
34 478
35 480
36 479
37 480
38 480
39 480
40 480
41 480
42 480
43 479
44 480
45 480
46 480
47 480
48 480
49 480
50 480
51 481
52 478
53 480
54 476
55 480
56 476
57 480
58 480
59 480
60 481
61 480
62 481
63 485
64 485
1 625
2 628
3 628
4 625
5 622
6 618
7 614
8 612
9 607
10 607
11 604
12 601
13 601
14 600
15 599
16 599
17 582
18 598
19 598
20 598
21 598
22 597
23 597
24 597
25 598
26 597
27 598
28 598
29 598
30 599
31 599
32 599
33 598
34 598
35 598
36 599
37 598
38 598
39 598
40 598
41 599
42 599
43 600
44 600
45 599
46 599
47 599
48 599
49 599
50 600
51 600
52 600
53 600
54 600
55 602
56 600
57 600
58 600
59 599
60 599
61 599
62 600
63 600
64 600
1 181
2 181
3 187
4 204
5 209
6 214
7 217
8 223
9 230
10 240
11 255
12 271
13 290
14 303
15 305
16 314
17 322
18 324
19 328
20 329
21 335
22 338
23 342
24 345
25 346
26 351
27 352
28 355
29 355
30 358
31 358
32 359
33 362
34 362
35 363
36 365
37 363
38 365
39 366
40 366
41 366
42 365
43 365
44 366
45 366
46 366
47 366
48 367
49 367
50 367
51 366
52 366
53 367
54 367
55 366
56 366
57 366
58 368
59 368
60 367
61 367
62 367
63 368
64 367
