1 479
2 480
3 480
4 480
5 480
6 480
7 480
8 480
9 480
10 480
11 480
12 480
13 480
14 480
15 480
16 479
17 480
18 480
19 480
20 480
21 480
22 480
23 480
24 480
25 479
26 480
27 480
28 480
29 480
30 480
31 480
32 480
33 480
34 480
35 480
36 480
37 479
38 480
39 480
40 480
41 479
42 479
43 479
44 481
45 480
46 480
47 480
48 480
49 480
50 480
51 480
52 479
53 480
54 480
55 480
56 480
57 480
58 480
59 480
60 480
61 480
62 480
63 480
64 480
1 600
2 603
3 621
4 621
5 621
6 620
7 620
8 619
9 617
10 617
11 617
12 615
13 613
14 610
15 597
16 597
17 604
18 604
19 604
20 602
21 602
22 600
23 600
24 599
25 597
26 597
27 597
28 595
29 599
30 594
31 593
32 593
33 593
34 593
35 593
36 594
37 594
38 594
39 596
40 596
41 591
42 591
43 592
44 592
45 592
46 591
47 592
48 591
49 592
50 591
51 592
52 591
53 591
54 591
55 591
56 591
57 591
58 591
59 591
60 592
61 592
62 592
63 592
64 592
1 198
2 198
3 211
4 223
5 242
6 247
7 258
8 267
9 274
10 274
11 283
12 298
13 298
14 299
15 311
16 315
17 319
18 321
19 325
20 327
21 333
22 336
23 336
24 338
25 340
26 343
27 345
28 350
29 353
30 353
31 354
32 358
33 360
34 361
35 362
36 365
37 367
38 367
39 367
40 370
41 377
42 377
43 377
44 376
45 376
46 379
47 379
48 379
49 379
50 381
51 381
52 381
53 381
54 381
55 381
56 382
57 382
58 383
59 382
60 382
61 382
62 382
63 382
64 383
