1 478
2 480
3 480
4 480
5 478
6 480
7 480
8 480
9 480
10 480
11 480
12 479
13 478
14 478
15 478
16 479
17 481
18 481
19 480
20 480
21 480
22 480
23 481
24 480
25 481
26 482
27 482
28 479
29 479
30 479
31 481
32 481
33 481
34 474
35 474
36 479
37 479
38 479
39 476
40 480
41 476
42 478
43 478
44 478
45 479
46 480
47 480
48 480
49 479
50 479
51 479
52 479
53 479
54 479
55 479
56 480
57 479
58 479
59 479
60 479
61 479
62 479
63 480
64 480
1 598
2 613
3 619
4 619
5 620
6 619
7 619
8 616
9 616
10 614
11 613
12 611
13 610
14 607
15 607
16 607
17 606
18 603
19 602
20 602
21 602
22 600
23 599
24 597
25 598
26 597
27 596
28 596
29 596
30 594
31 594
32 594
33 594
34 594
35 594
36 593
37 593
38 594
39 596
40 596
41 594
42 593
43 593
44 592
45 592
46 592
47 593
48 594
49 594
50 594
51 593
52 595
53 593
54 594
55 594
56 594
57 593
58 593
59 593
60 593
61 593
62 593
63 593
64 592
1 181
2 181
3 215
4 229
5 229
6 242
7 266
8 266
9 275
10 293
11 301
12 301
13 313
14 313
15 321
16 326
17 328
18 332
19 333
20 336
21 339
22 342
23 347
24 348
25 351
26 352
27 352
28 352
29 355
30 358
31 360
32 362
33 363
34 364
35 364
36 366
37 369
38 369
39 371
40 371
41 372
42 374
43 389
44 389
45 376
46 376
47 377
48 378
49 378
50 378
51 378
52 378
53 378
54 378
55 379
56 379
57 379
58 379
59 377
60 377
61 379
62 380
63 380
64 380
